Station,Location,Latitude,Longitude,Elevation,Depth,Datum,Survey,Start Date,End Date
200A,20,-39.406348931,175.75298373,840,,WGS84,Topographic Map,1973-01-23T00:00:00Z,2002-08-03T00:00:00Z
200B,20,-39.406348931,175.75298373,840,,WGS84,Topographic Map,1979-03-20T00:00:00Z,2002-08-03T00:00:00Z
200C,20,-39.406348931,175.75298373,840,,WGS84,Topographic Map,1979-03-20T00:00:00Z,2002-08-03T00:00:00Z
301A,20,-40.355268738,175.615178409,35,,WGS84,Topographic Map,1970-06-22T00:00:00Z,2003-06-27T00:00:00Z
302A,20,-39.933758371,175.052973039,20,,WGS84,Topographic Map,1989-04-17T00:00:00Z,2014-08-06T21:00:00Z
340A,20,-40.386269418,175.616478306,40,,WGS84,Topographic Map,1972-11-02T00:00:00Z,2005-04-01T00:00:00Z
340B,20,-40.386269418,175.616478306,40,,WGS84,Topographic Map,1972-11-14T00:00:00Z,2003-06-27T00:00:00Z
340C,20,-40.386269418,175.616478306,40,,WGS84,Topographic Map,1972-11-14T00:00:00Z,2005-04-01T00:00:00Z
340D,20,-40.386269418,175.616478306,40,,WGS84,Topographic Map,1972-11-14T00:00:00Z,2005-04-01T00:00:00Z
464A,20,-41.230786697,174.913466082,20,,WGS84,Topographic Map,2003-11-13T00:00:00Z,2011-07-17T22:00:00Z
465A,20,-41.205286209,174.954166702,20,,WGS84,Topographic Map,2001-11-17T00:00:00Z,2004-11-12T00:00:00Z
465B,20,-41.205786221,174.954366703,20,,WGS84,Topographic Map,2004-12-21T00:00:00Z,2011-05-17T00:00:00Z
466A,20,-41.233786778,174.918466133,20,,WGS84,Topographic Map,1991-04-05T00:00:00Z,1993-03-17T00:00:00Z
467A,20,-41.24248694,174.902365893,20,,WGS84,Topographic Map,1991-04-12T00:00:00Z,2011-10-04T00:00:00Z
468A,20,-41.201086114,174.954666726,20,,WGS84,Topographic Map,1991-06-27T00:00:00Z,2011-07-08T02:10:00Z
469A,20,-41.212086245,174.903166028,20,,WGS84,Topographic Map,1996-05-08T00:00:00Z,1997-01-13T00:00:00Z
469B,20,-41.212086245,174.903166028,20,,WGS84,Topographic Map,1997-02-19T00:00:00Z,2001-10-29T00:00:00Z
501A,20,-43.532137113,172.63182638,11,,WGS84,Topographic Map,1974-02-26T00:00:00Z,2006-09-15T00:00:00Z
501B,20,-43.532137113,172.63182638,11,,WGS84,Topographic Map,1974-02-26T00:00:00Z,2006-09-15T00:00:00Z
501C,20,-43.532137113,172.63182638,11,,WGS84,Topographic Map,1974-02-26T00:00:00Z,2006-09-15T00:00:00Z
501D,20,-43.532137113,172.63182638,11,,WGS84,Topographic Map,1974-02-26T00:00:00Z,2006-09-15T00:00:00Z
502A,20,-43.523936775,172.583225786,10,,WGS84,Topographic Map,1974-10-04T00:00:00Z,2006-10-10T01:00:00Z
502B,20,-43.523936775,172.583225786,10,,WGS84,Topographic Map,1974-10-04T00:00:00Z,2006-10-10T00:00:00Z
502C,20,-43.523936775,172.583225786,10,,WGS84,Topographic Map,1974-10-04T00:00:00Z,2006-10-10T00:00:00Z
502D,20,-43.523936775,172.583225786,10,,WGS84,Topographic Map,1974-10-04T00:00:00Z,2006-10-10T00:00:00Z
503A,20,-43.532537138,172.637326449,11,,WGS84,Topographic Map,1984-02-10T00:00:00Z,2001-05-08T00:00:00Z
503B,20,-43.532537138,172.637326449,11,,WGS84,Topographic Map,1984-02-10T00:00:00Z,2006-09-15T00:00:00Z
503C,20,-43.532537138,172.637326449,11,,WGS84,Topographic Map,1984-02-10T00:00:00Z,2006-09-15T00:00:00Z
503E,20,-43.532537138,172.637626453,11,,WGS84,Topographic Map,2001-05-08T00:00:00Z,2006-09-15T00:00:00Z
504A,20,-46.098696956,168.945863199,80,,WGS84,Topographic Map,1997-06-17T00:00:00Z,2004-03-22T00:00:00Z
505A,20,-42.948319426,171.566815487,740,,WGS84,Topographic Map,1992-02-14T00:00:00Z,2001-11-12T00:00:00Z
506A,20,-46.249003653,169.719272683,60,,WGS84,Topographic Map,1994-02-22T00:00:00Z,1995-06-21T00:00:00Z
506B,20,-46.249003653,169.719272683,60,,WGS84,Topographic Map,1995-06-21T00:00:00Z,2002-06-10T00:00:00Z
507A,20,-45.100074587,170.96959622,20,,WGS84,Topographic Map,1994-02-24T00:00:00Z,2002-06-28T00:00:00Z
508A,20,-43.363929841,171.526812854,360,,WGS84,Topographic Map,1994-07-31T00:00:00Z,2004-03-19T00:00:00Z
508B,20,-43.363929841,171.526812854,360,,WGS84,Topographic Map,1996-03-28T00:00:00Z,1997-10-20T00:00:00Z
508C,20,-43.363929841,171.526812854,360,,WGS84,Topographic Map,1996-03-28T00:00:00Z,1997-10-20T00:00:00Z
508D,20,-43.363829838,171.526812854,360,,WGS84,Topographic Map,1996-03-28T00:00:00Z,1997-10-20T00:00:00Z
508E,20,-43.363829838,171.526812854,360,,WGS84,Topographic Map,1996-03-28T00:00:00Z,1997-10-20T00:00:00Z
508F,20,-43.363829838,171.526812854,360,,WGS84,Topographic Map,1996-03-28T00:00:00Z,1997-10-20T00:00:00Z
601A,20,-41.226286497,174.871865573,20,,WGS84,Topographic Map,1969-12-16T00:00:00Z,1981-11-11T00:00:00Z
602A,20,-41.190285805,174.927966432,20,,WGS84,Topographic Map,1968-11-20T00:00:00Z,1974-12-11T00:00:00Z
602B,20,-41.190185802,174.927966432,20,,WGS84,Topographic Map,1974-12-11T00:00:00Z,1994-04-19T00:00:00Z
602C,20,-41.190285805,174.927966432,20,,WGS84,Topographic Map,1994-04-19T00:00:00Z,2011-07-08T01:55:00Z
603A,20,-41.222986394,174.860165439,20,,WGS84,Topographic Map,1970-07-03T00:00:00Z,1994-04-19T00:00:00Z
603B,20,-41.223721,174.859994,20,,WGS84,Topographic Map,1994-04-19T00:00:00Z,2011-07-08T01:40:00Z
604A,20,-41.23048668,174.908966026,20,,WGS84,Topographic Map,1968-11-20T00:00:00Z,1994-07-07T00:00:00Z
605A,20,-41.207486228,174.940666522,60,,WGS84,Topographic Map,1971-09-27T00:00:00Z,1993-12-16T00:00:00Z
605B,20,-41.207486228,174.940666522,60,,WGS84,Topographic Map,1993-12-16T00:00:00Z,2011-08-05T03:15:00Z
606A,20,-41.23328677,174.919866153,20,,WGS84,Topographic Map,1968-05-16T00:00:00Z,2002-08-14T00:00:00Z
606B,20,-41.23328677,174.919866153,20,,WGS84,Topographic Map,1989-04-04T00:00:00Z,2004-01-28T00:00:00Z
607A,20,-41.226586528,174.882065701,6,,WGS84,Topographic Map,1982-01-22T00:00:00Z,1986-05-14T00:00:00Z
608A,20,-41.224086464,174.879365678,20,,WGS84,Topographic Map,1986-05-14T00:00:00Z,1999-05-26T00:00:00Z
640A,20,-41.234986797,174.91466608,20,,WGS84,Topographic Map,1997-11-10T00:00:00Z,2007-02-15T21:00:00Z
640B,20,-41.234986797,174.91466608,20,,WGS84,Topographic Map,1997-12-15T00:00:00Z,2002-12-10T00:00:00Z
640C,20,-41.234986797,174.914866082,20,,WGS84,Topographic Map,1997-11-10T00:00:00Z,1997-12-31T00:00:00Z
641A,20,-41.231286717,174.916866123,20,,WGS84,Topographic Map,1996-02-05T00:00:00Z,1997-11-04T00:00:00Z
641C,20,-41.231586724,174.916866122,20,,WGS84,Topographic Map,1996-02-05T00:00:00Z,1997-11-04T00:00:00Z
642A,20,-41.234986802,174.917166112,20,,WGS84,Topographic Map,1965-06-12T00:00:00Z,1986-07-07T00:00:00Z
642B,20,-41.234986802,174.91706611,20,,WGS84,Topographic Map,1987-04-01T00:00:00Z,1988-05-27T00:00:00Z
642C,20,-41.233786777,174.917966127,20,,WGS84,Topographic Map,1988-05-27T00:00:00Z,2002-08-14T00:00:00Z
642D,20,-41.234086784,174.917966125,20,,WGS84,Topographic Map,1989-03-01T00:00:00Z,1992-04-28T00:00:00Z
642E,20,-41.234086784,174.917966125,20,,WGS84,Topographic Map,1990-03-08T00:00:00Z,2011-05-31T00:00:00Z
642F,20,-41.234086784,174.917966125,20,,WGS84,Topographic Map,1994-01-01T00:00:00Z,1998-02-19T00:00:00Z
642G,20,-41.234986802,174.917166112,20,,WGS84,Topographic Map,1993-07-12T00:00:00Z,2013-12-19T10:00:00Z
642H,20,-41.234986802,174.917166112,20,,WGS84,Topographic Map,1993-06-29T00:00:00Z,1996-05-01T00:00:00Z
642I,20,-41.234586792,174.916866109,20,,WGS84,Topographic Map,1995-03-02T00:00:00Z,1996-02-05T00:00:00Z
642J,20,-41.234686795,174.916866109,20,,WGS84,Topographic Map,1995-03-02T00:00:00Z,1995-10-12T00:00:00Z
642V,20,-41.234086784,174.917966125,20,,WGS84,Topographic Map,1992-04-24T00:00:00Z,1993-12-02T00:00:00Z
643A,20,-41.151285034,174.979367242,100,,WGS84,Topographic Map,1967-12-20T00:00:00Z,2001-10-01T00:00:00Z
643B,20,-41.151285034,174.979367242,100,,WGS84,Topographic Map,1993-12-21T00:00:00Z,2002-06-14T00:00:00Z
644A,20,-41.218426342,174.882575741,20,,WGS84,Topographic Map,1991-01-10T00:00:00Z,1991-03-25T00:00:00Z
644B,20,-41.218426342,174.882575741,20,,WGS84,Topographic Map,1991-01-10T00:00:00Z,1991-03-25T00:00:00Z
644C,20,-41.218696348,174.88257574,20,,WGS84,Topographic Map,1991-03-25T00:00:00Z,2014-11-13T22:00:00Z
644D,20,-41.218426342,174.882575741,20,,WGS84,Topographic Map,1991-03-25T00:00:00Z,2014-11-13T22:00:00Z
645A,20,-41.257187383,174.947966411,100,,WGS84,Topographic Map,1991-03-20T00:00:00Z,1991-07-24T00:00:00Z
646A,20,-41.257087382,174.948166414,100,,WGS84,Topographic Map,1991-07-02T00:00:00Z,1997-05-06T00:00:00Z
646B,20,-41.256287363,174.947966414,100,,WGS84,Topographic Map,1997-05-06T00:00:00Z,2006-03-31T00:30:00Z
646C,20,-41.256287363,174.947966414,100,,WGS84,Topographic Map,1998-07-08T00:00:00Z,2004-06-22T00:00:00Z
646D,20,-41.256287363,174.947966414,100,,WGS84,Topographic Map,1998-07-08T00:00:00Z,2004-06-22T00:00:00Z
646E,20,-41.256287363,174.947966414,100,,WGS84,Topographic Map,1998-07-08T00:00:00Z,2004-06-22T00:00:00Z
647A,20,-41.287087671,174.777964133,20,,WGS84,Topographic Map,1991-11-07T00:00:00Z,1994-03-29T00:00:00Z
647B,20,-41.287087671,174.777964133,20,,WGS84,Topographic Map,1991-11-07T00:00:00Z,1994-03-29T00:00:00Z
647C,20,-41.287517679,174.776944118,20,,WGS84,Topographic Map,1991-11-07T00:00:00Z,2014-07-09T23:00:00Z
647D,20,-41.287517679,174.776944118,20,,WGS84,Topographic Map,1994-03-29T00:00:00Z,2014-07-09T23:00:00Z
647E,20,-41.287517679,174.776944118,20,,WGS84,Topographic Map,1994-03-29T00:00:00Z,2014-07-09T23:00:00Z
648A,20,-41.27748744,174.773464115,20,,WGS84,Topographic Map,1992-07-31T00:00:00Z,1995-05-23T00:00:00Z
651A,20,-41.204686123,174.923266313,18,,WGS84,Topographic Map,2003-07-04T00:00:00Z,2013-04-30T00:00:00Z
700A,20,-37.924519315,175.539686578,40,,WGS84,Topographic Map,1995-02-21T00:00:00Z,2007-09-05T23:59:59Z
701A,20,-37.787116169,175.283283984,40,,WGS84,Topographic Map,1970-04-14T00:00:00Z,1973-03-21T00:00:00Z
701C,20,-37.787116169,175.283283984,40,,WGS84,Topographic Map,1973-03-21T00:00:00Z,1989-04-19T00:00:00Z
702A,20,-37.792916287,175.28798402,40,,WGS84,Topographic Map,1976-08-18T00:00:00Z,2002-09-05T00:00:00Z
702B,20,-37.792916287,175.28798402,40,,WGS84,Topographic Map,1976-08-18T00:00:00Z,2002-09-05T00:00:00Z
702C,20,-37.792916287,175.28798402,40,,WGS84,Topographic Map,1976-08-18T00:00:00Z,2002-09-05T00:00:00Z
702D,20,-37.792916287,175.28798402,40,,WGS84,Topographic Map,1976-08-18T00:00:00Z,2002-09-05T00:00:00Z
703A,20,-37.544611394,175.146883229,20,,WGS84,Topographic Map,1990-08-23T00:00:00Z,2003-12-03T00:00:00Z
703B,20,-37.544611394,175.146883229,20,,WGS84,Topographic Map,1991-01-29T00:00:00Z,2003-12-03T00:00:00Z
703C,20,-37.544611394,175.146883229,20,,WGS84,Topographic Map,1991-01-29T00:00:00Z,2003-12-06T00:00:00Z
704A,20,-41.131284249,174.838965548,20,,WGS84,Topographic Map,1990-09-21T00:00:00Z,1991-07-09T00:00:00Z
705A,20,-41.138584436,174.847665628,20,,WGS84,Topographic Map,1990-09-21T00:00:00Z,1990-11-02T00:00:00Z
705B,20,-41.138784448,174.850665665,20,,WGS84,Topographic Map,1990-11-02T00:00:00Z,1992-03-04T00:00:00Z
706A,20,-41.12878419,174.838165548,20,,WGS84,Topographic Map,1991-07-09T00:00:00Z,1993-08-25T00:00:00Z
707A,20,-41.139084453,174.850165657,20,,WGS84,Topographic Map,1992-03-04T00:00:00Z,2001-08-01T00:00:00Z
708A,20,-41.131284249,174.838965548,20,,WGS84,Topographic Map,1993-12-01T00:00:00Z,2001-10-16T00:00:00Z
708B,20,-41.131284249,174.838965548,20,,WGS84,Topographic Map,1996-06-19T00:00:00Z,1999-11-23T00:00:00Z
709A,20,-38.627437894,177.920513142,12,,WGS84,Topographic Map,1993-12-07T00:00:00Z,2002-04-17T00:00:00Z
710A,20,-38.67453903,178.025714279,20,,WGS84,Topographic Map,1994-04-14T00:00:00Z,2003-12-02T00:00:00Z
711A,20,-41.229986659,174.904665974,11,,WGS84,Topographic Map,1994-10-31T00:00:00Z,2002-12-12T00:00:00Z
712A,20,-37.961023176,176.985203952,20,,WGS84,Topographic Map,1994-12-12T00:00:00Z,2001-12-04T00:00:00Z
713A,20,-41.125694123,174.839239574,20,,WGS84,Topographic Map,1998-07-28T00:00:00Z,2012-12-31T23:59:59Z
713B,20,-41.125694123,174.839239574,20,,WGS84,Topographic Map,1998-11-09T00:00:00Z,2012-12-31T23:59:59Z
801A,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,2002-07-03T00:00:00Z
801B,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,1986-05-21T00:00:00Z
801C,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,1985-08-07T00:00:00Z
801D,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,2002-07-03T00:00:00Z
801E,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,2002-07-03T00:00:00Z
801F,20,-36.852598177,174.761881157,20,,WGS84,Topographic Map,1968-12-17T00:00:00Z,1984-12-12T00:00:00Z
802A,20,-36.850998156,174.764681196,20,,WGS84,Topographic Map,1969-04-18T00:00:00Z,2002-09-03T00:00:00Z
802B,20,-36.850998156,174.764681196,20,,WGS84,Topographic Map,1969-04-18T00:00:00Z,1997-01-22T00:00:00Z
802C,20,-36.850998156,174.764681196,20,,WGS84,Topographic Map,1969-04-18T00:00:00Z,1997-01-22T00:00:00Z
803A,20,-36.852898198,174.768281232,40,,WGS84,Topographic Map,1969-09-25T00:00:00Z,1981-07-22T00:00:00Z
803B,20,-36.852898198,174.768281232,40,,WGS84,Topographic Map,1969-09-25T00:00:00Z,1979-08-15T00:00:00Z
803C,20,-36.852898198,174.768281232,40,,WGS84,Topographic Map,1969-09-25T00:00:00Z,1981-07-22T00:00:00Z
803D,20,-36.852898198,174.768281232,40,,WGS84,Topographic Map,1969-09-25T00:00:00Z,1980-06-11T00:00:00Z
803E,20,-36.852898198,174.768281232,40,,WGS84,Topographic Map,1969-09-25T00:00:00Z,1981-07-22T00:00:00Z
804A,20,-36.84379804,174.768281265,20,,WGS84,Topographic Map,1973-05-29T00:00:00Z,1994-05-24T00:00:00Z
804B,20,-36.84379804,174.768281265,20,,WGS84,Topographic Map,1973-05-29T00:00:00Z,1989-01-18T00:00:00Z
804C,20,-36.84379804,174.768281265,20,,WGS84,Topographic Map,1973-05-29T00:00:00Z,1994-05-24T00:00:00Z
806A,20,-36.843998043,174.768281264,20,,WGS84,Topographic Map,1986-05-22T00:00:00Z,2006-07-26T00:00:00Z
806B,20,-36.843998043,174.768281264,20,,WGS84,Topographic Map,1986-12-03T00:00:00Z,2006-07-26T00:00:00Z
806C,20,-36.843998043,174.768281264,20,,WGS84,Topographic Map,1987-08-20T00:00:00Z,2006-09-21T00:00:00Z
900A,20,-41.289987741,174.779364138,20,,WGS84,Topographic Map,1989-03-21T00:00:00Z,1993-04-05T00:00:00Z
900B,20,-41.292087788,174.778964125,20,,WGS84,Topographic Map,1989-10-13T00:00:00Z,1993-04-05T00:00:00Z
900C,20,-41.289087722,174.779864148,20,,WGS84,Topographic Map,1993-05-19T00:00:00Z,2002-03-06T00:00:00Z
901A,20,-41.291587778,174.779364132,20,,WGS84,Topographic Map,1969-04-02T00:00:00Z,1972-07-07T00:00:00Z
902A,20,-41.277554455,174.779258189,20,,WGS84,Topographic Map,1969-08-01T00:00:00Z,2006-09-22T00:00:01Z
902B,20,-41.277554455,174.779258189,20,,WGS84,Topographic Map,1969-06-11T00:00:00Z,2006-09-21T00:00:00Z
902C,20,-41.277554455,174.779258189,20,,WGS84,Topographic Map,1969-06-11T00:00:00Z,2006-09-21T00:00:00Z
902D,20,-41.277554455,174.779258189,20,,WGS84,Topographic Map,1969-06-11T00:00:00Z,2006-09-21T00:00:00Z
903A,20,-41.282487558,174.774864112,20,,WGS84,Topographic Map,1968-01-25T00:00:00Z,2004-11-09T00:00:00Z
903B,20,-41.282487558,174.774864112,20,,WGS84,Topographic Map,1968-01-25T00:00:00Z,2004-11-09T00:00:00Z
903C,20,-41.282487558,174.774864112,20,,WGS84,Topographic Map,1968-03-08T00:00:00Z,2004-11-09T00:00:00Z
903D,20,-41.282487558,174.774864112,20,,WGS84,Topographic Map,1968-01-25T00:00:00Z,2004-11-09T00:00:00Z
904A,20,-41.282487557,174.774364106,20,,WGS84,Topographic Map,1970-07-06T00:00:00Z,2000-08-04T00:00:00Z
904B,20,-41.282487557,174.774364106,20,,WGS84,Topographic Map,1971-01-29T00:00:00Z,2000-08-04T00:00:00Z
904C,20,-41.282487557,174.774364106,20,,WGS84,Topographic Map,1970-07-06T00:00:00Z,2000-08-04T00:00:00Z
904D,20,-41.283110571,174.774434104,20,,WGS84,Topographic Map,2000-08-03T00:00:00Z,2014-07-09T23:00:00Z
904E,20,-41.283110571,174.774434104,20,,WGS84,Topographic Map,2000-08-04T00:00:00Z,2014-07-09T23:00:00Z
904F,20,-41.283110571,174.774434104,20,,WGS84,Topographic Map,2000-08-04T00:00:00Z,2014-07-09T23:00:00Z
905A,20,-41.27998751,174.778964175,20,,WGS84,Topographic Map,1970-10-12T00:00:00Z,1989-05-17T00:00:00Z
905B,20,-41.27998751,174.778964175,20,,WGS84,Topographic Map,1970-11-17T00:00:00Z,1989-05-17T00:00:00Z
905C,20,-41.279987511,174.779064176,20,,WGS84,Topographic Map,1971-05-07T00:00:00Z,1989-05-17T00:00:00Z
905D,20,-41.279987511,174.779064176,20,,WGS84,Topographic Map,1971-08-07T00:00:00Z,1989-05-17T00:00:00Z
906A,20,-41.27908748,174.774664124,20,,WGS84,Topographic Map,1972-09-05T00:00:00Z,2014-07-15T00:00:00Z
906B,20,-41.27908748,174.774664124,20,,WGS84,Topographic Map,1972-09-05T00:00:00Z,2014-07-15T00:00:00Z
906C,20,-41.27908748,174.774664124,20,,WGS84,Topographic Map,1972-09-05T00:00:00Z,2014-07-15T00:00:00Z
907A,20,-41.278787482,174.778464173,20,,WGS84,Topographic Map,1973-10-26T00:00:00Z,1987-12-11T00:00:00Z
907B,20,-41.278787482,174.778464173,20,,WGS84,Topographic Map,1973-10-26T00:00:00Z,1987-12-11T00:00:00Z
907C,20,-41.278787482,174.778464173,20,,WGS84,Topographic Map,1973-10-26T00:00:00Z,1987-12-11T00:00:00Z
907D,20,-41.278787482,174.778464173,20,,WGS84,Topographic Map,1973-10-26T00:00:00Z,1987-12-11T00:00:00Z
908A,20,-41.283174572,174.773924098,40,,WGS84,Topographic Map,1974-11-04T00:00:00Z,2006-05-01T00:00:00Z
908B,20,-41.283174572,174.773924098,40,,WGS84,Topographic Map,1974-10-31T00:00:00Z,2006-05-01T00:00:00Z
908C,20,-41.283174572,174.773924098,40,,WGS84,Topographic Map,1977-03-10T00:00:00Z,2006-05-01T00:00:00Z
910A,20,-41.277987451,174.773464113,20,,WGS84,Topographic Map,1977-03-03T00:00:00Z,1981-05-27T00:00:00Z
910B,20,-41.277987451,174.773464113,20,,WGS84,Topographic Map,1976-05-10T00:00:00Z,1981-05-27T00:00:00Z
910C,20,-41.277987451,174.773464113,20,,WGS84,Topographic Map,1976-05-10T00:00:00Z,1985-01-23T00:00:00Z
910D,20,-41.277987451,174.773464113,20,,WGS84,Topographic Map,1976-05-10T00:00:00Z,1985-01-23T00:00:00Z
911A,20,-41.288587703,174.776864113,20,,WGS84,Topographic Map,1969-12-22T00:00:00Z,1992-05-07T00:00:00Z
911B,20,-41.288587703,174.776864113,20,,WGS84,Topographic Map,1992-05-07T00:00:00Z,2002-10-24T00:00:00Z
912A,20,-41.326288645,174.808464357,20,,WGS84,Topographic Map,1970-09-16T00:00:00Z,2001-09-28T00:00:00Z
913A,20,-41.287487668,174.772664064,40,,WGS84,Topographic Map,1969-05-01T00:00:00Z,2002-12-12T00:00:00Z
914A,20,-41.294987842,174.773464043,20,,WGS84,Topographic Map,1974-01-23T00:00:00Z,1991-10-23T00:00:00Z
914B,20,-41.294987842,174.773464043,20,,WGS84,Topographic Map,1992-05-13T00:00:00Z,2003-07-14T00:00:00Z
914C,20,-41.294687837,174.774064052,20,,WGS84,Topographic Map,2003-07-14T00:00:00Z,2007-03-30T00:00:00Z
915A,20,-41.294087827,174.775764076,20,,WGS84,Topographic Map,1975-05-08T00:00:00Z,1976-04-15T00:00:00Z
916A,20,-41.294087827,174.775664075,20,,WGS84,Topographic Map,1976-05-26T00:00:00Z,1997-04-01T00:00:00Z
917A,20,-41.291587778,174.779364132,20,,WGS84,Topographic Map,1973-01-01T00:00:00Z,1975-10-22T00:00:00Z
918A,20,-41.284087578,174.767664015,120,,WGS84,Topographic Map,1970-04-13T00:00:00Z,1975-03-24T00:00:00Z
918B,20,-41.284087579,174.768164021,120,,WGS84,Topographic Map,1989-05-30T00:00:00Z,1998-04-09T00:00:00Z
918C,20,-41.284487588,174.768164019,120,,WGS84,Topographic Map,1998-04-09T00:00:00Z,2011-05-10T00:00:00Z
919A,20,-41.293587818,174.776864092,20,,WGS84,Topographic Map,1969-04-22T00:00:00Z,1974-07-17T00:00:00Z
920A,20,-41.308788175,174.779864067,20,,WGS84,Topographic Map,1979-07-19T00:00:00Z,2003-04-14T00:00:00Z
921A,20,-41.27748744,174.773464115,20,,WGS84,Topographic Map,1979-11-28T00:00:00Z,2006-03-15T00:00:00Z
921B,20,-41.27748744,174.773464115,20,,WGS84,Topographic Map,1980-06-26T00:00:00Z,2006-03-15T00:00:00Z
922A,20,-41.277987462,174.77796417,20,,WGS84,Topographic Map,1981-09-09T00:00:00Z,2003-01-15T00:00:00Z
922B,20,-41.277987462,174.77796417,20,,WGS84,Topographic Map,1981-05-26T00:00:00Z,2003-01-15T00:00:00Z
923A,20,-41.310288207,174.778964049,20,,WGS84,Topographic Map,1982-02-05T00:00:00Z,2003-01-15T00:00:00Z
923B,20,-41.310288207,174.778964049,20,,WGS84,Topographic Map,1982-01-07T00:00:00Z,1997-02-25T00:00:00Z
924A,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1982-10-28T00:00:00Z,2000-11-23T00:00:00Z
924B,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1982-07-28T00:00:00Z,2000-11-23T00:00:00Z
924C,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1983-11-22T00:00:00Z,2000-11-23T00:00:00Z
924D,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1982-07-28T00:00:00Z,2000-11-23T00:00:00Z
924E,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1982-09-02T00:00:00Z,2000-11-23T00:00:00Z
924G,20,-41.272797342,174.777464186,20,,WGS84,Topographic Map,2000-07-07T00:00:00Z,2014-07-15T00:00:00Z
924H,20,-41.272797342,174.777464186,20,,WGS84,Topographic Map,2000-07-07T00:00:00Z,2014-07-15T00:00:00Z
924I,20,-41.272797342,174.777464186,20,,WGS84,Topographic Map,2000-07-07T00:00:00Z,2014-07-15T00:00:00Z
924J,20,-41.272797342,174.777464186,20,,WGS84,Topographic Map,2000-07-07T00:00:00Z,2014-07-15T00:00:00Z
924K,20,-41.272797342,174.777464186,20,,WGS84,Topographic Map,2000-07-07T00:00:00Z,2014-07-15T00:00:00Z
924T,20,-41.273287354,174.77796419,20,,WGS84,Topographic Map,1982-03-02T00:00:00Z,1982-08-19T00:00:00Z
925A,20,-41.26578352,173.277345251,20,,WGS84,Topographic Map,1994-07-26T00:00:00Z,1995-10-24T00:00:00Z
925B,20,-41.26578352,173.277345251,20,,WGS84,Topographic Map,1995-10-24T00:00:00Z,2002-10-08T00:00:00Z
926A,20,-39.488253165,176.916897836,20,,WGS84,Topographic Map,1994-12-06T00:00:00Z,2001-06-14T00:00:00Z
928A,20,-39.671056893,176.880196732,20,,WGS84,Topographic Map,1994-12-07T00:00:00Z,1996-12-03T00:00:00Z
928B,20,-39.671056893,176.880196732,20,,WGS84,Topographic Map,1997-03-24T00:00:00Z,2002-04-26T00:00:00Z
929A,20,-37.976523144,176.833302057,7,,WGS84,Topographic Map,1995-01-23T00:00:00Z,2003-12-04T00:00:00Z
930A,20,-37.988523361,176.829401969,9,,WGS84,Topographic Map,1987-03-03T00:00:00Z,1995-01-23T00:00:00Z
931A,20,-38.077024799,176.721900361,40,,WGS84,Topographic Map,1987-03-03T00:00:00Z,1992-03-23T00:00:00Z
931B,20,-38.085724923,176.703000102,40,,WGS84,Topographic Map,1992-03-23T00:00:00Z,1993-07-25T00:00:00Z
931C,20,-38.082924886,176.710200199,20,,WGS84,Topographic Map,1993-07-25T00:00:00Z,2001-06-15T00:00:00Z
932A,20,-37.964923281,177.000204121,80,,WGS84,Topographic Map,1987-03-04T00:00:00Z,1988-02-02T00:00:00Z
933A,20,-37.69881651,176.158294852,20,,WGS84,Topographic Map,1987-03-09T00:00:00Z,2002-09-02T00:00:00Z
933B,20,-37.698716508,176.158194851,20,,WGS84,Topographic Map,1995-01-23T00:00:00Z,2002-09-02T00:00:00Z
