Location,Name,Sensor,Type,Unit,Description
WI053,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI053,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI053,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI054,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI054,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI054,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI055,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI055,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI055,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI056,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI056,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI057,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI057,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI057,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI058,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI058,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI058,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI059,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI059,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI059,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI060,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI060,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI060,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI061,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI061,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI061,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI062,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI062,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI062,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI063,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI063,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI063,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI064,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI064,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI064,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI065,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI065,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI065,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI066,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI066,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI066,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI067,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI067,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI067,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI068,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI068,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI068,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI069,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI069,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI069,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI070,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI070,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI070,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI071,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI071,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI071,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI072,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI072,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI072,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI073,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI073,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI073,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI074,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI074,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI074,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI075,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI075,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI075,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI076,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI076,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI076,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI077,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI077,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI077,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI078,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI078,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI078,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI079,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI079,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI079,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI080,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI080,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI080,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI081,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI081,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI081,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI082,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI082,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI082,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI083,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI083,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI083,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI084,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI084,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI084,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI085,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI085,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI085,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI086,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI086,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI086,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI087,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI087,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI087,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI088,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI088,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI088,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI089,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI089,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI089,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI090,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI090,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI090,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI091,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI091,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI091,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI092,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI092,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI092,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI093,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI093,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI093,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI094,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI094,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI094,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI095,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI095,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI095,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI096,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI096,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI096,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI097,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI097,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI097,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI098,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI098,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI098,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI099,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI099,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI099,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI100,height,optical level,levelling,m,height optical levelling instrument and level staff
WI101,height,optical level,levelling,m,height optical levelling instrument and level staff
WI102,height,optical level,levelling,m,height optical levelling instrument and level staff
WI103-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI103-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI103-3,height,optical level,levelling,m,height optical levelling instrument and level staff
WI104-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI104-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI105,height,optical level,levelling,m,height optical levelling instrument and level staff
WI106,height,optical level,levelling,m,height optical levelling instrument and level staff
WI107-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI107-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI108-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI108-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI109-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI109-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI110,height,optical level,levelling,m,height optical levelling instrument and level staff
WI111,height,optical level,levelling,m,height optical levelling instrument and level staff
WI112-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI112-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI112-3,height,optical level,levelling,m,height optical levelling instrument and level staff
WI113,height,optical level,levelling,m,height optical levelling instrument and level staff
WI114-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI114-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI115-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI115-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI116-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI116-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI116-3,height,optical level,levelling,m,height optical levelling instrument and level staff
WI117-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI117-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI118,height,optical level,levelling,m,height optical levelling instrument and level staff
WI119-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI119-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI119-3,height,optical level,levelling,m,height optical levelling instrument and level staff
WI120-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI120-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI121-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI121-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI121-3,height,optical level,levelling,m,height optical levelling instrument and level staff
WI122-1,height,optical level,levelling,m,height optical levelling instrument and level staff
WI122-2,height,optical level,levelling,m,height optical levelling instrument and level staff
WI150,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI150,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI150,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI151,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI151,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI151,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI152,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI152,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI152,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI153,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI153,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI153,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI154,carbon dioxide flux,CO2-flux-e,chamber,g-m^2/d,Carbon Dioxide surface accumulation chamber
WI154,hydrogen sulphide flux,H2S-flux-e,chamber,g-m^2/d,Hydrogen Sulphide surface accumulation chamber
WI154,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI200,height,image conversion,remote,m,height pixel conversion to distance
WI200,height,photo comparison,remote,m,height comparison with known height in photograph
WI200,height,rangefinder,levelling,m,height vertical angle and distance from rangefinder
WI201,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI201,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI201,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI201,boron,B-w,water sample,mg/L,B concentration in a water sample
WI201,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI201,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI201,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI201,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI201,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI201,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI201,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI201,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI201,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI201,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI201,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI201,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI201,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI201,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI201,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI201,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI201,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI201,temperature,infrared,thermometer,C,temperature infrared thermometer
WI201,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI210,temperature,infrared,thermometer,C,temperature infrared thermometer
WI210,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI211,temperature,flir camera,remote,C,temperature FLIR camera
WI211,temperature,infrared,thermometer,C,temperature infrared thermometer
WI211,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI220,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI220,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI220,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI220,boron,B-w,water sample,mg/L,B concentration in a water sample
WI220,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI220,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI220,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI220,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI220,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI220,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI220,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI220,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI220,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI220,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI220,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI220,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI220,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI220,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI220,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI220,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI220,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI220-1,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI220-1,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI220-1,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI220-1,boron,B-w,water sample,mg/L,B concentration in a water sample
WI220-1,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI220-1,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI220-1,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI220-1,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI220-1,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI220-1,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI220-1,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI220-1,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI220-1,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI220-1,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI220-1,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI220-1,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI220-1,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI220-1,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI220-1,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI220-1,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI220-1,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI220-1,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI220-2,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI220-2,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI220-2,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI220-2,boron,B-w,water sample,mg/L,B concentration in a water sample
WI220-2,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI220-2,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI220-2,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI220-2,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI220-2,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI220-2,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI220-2,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI220-2,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI220-2,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI220-2,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI220-2,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI220-2,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI220-2,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI220-2,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI220-2,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI220-2,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI220-2,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI220-2,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI220-3,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI220-3,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI220-3,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI220-3,boron,B-w,water sample,mg/L,B concentration in a water sample
WI220-3,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI220-3,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI220-3,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI220-3,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI220-3,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI220-3,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI220-3,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI220-3,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI220-3,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI220-3,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI220-3,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI220-3,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI220-3,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI220-3,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI220-3,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI221,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI221,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
WI221,arsenic,As-w,water sample,mg/L,As concentration in a water sample
WI221,boron,B-w,water sample,mg/L,B concentration in a water sample
WI221,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
WI221,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
WI221,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
WI221,flourine,F-w,water sample,mg/L,F concentration in a water sample
WI221,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
WI221,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
WI221,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
WI221,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
WI221,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
WI221,ph,ph,sample,,degree of acidity or alkalinity of a sample
WI221,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
WI221,potassium,K-w,water sample,mg/L,K concentration in a water sample
WI221,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
WI221,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
WI221,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
WI221,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
WI221,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
WI221,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
WI221-1,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
WI221-1,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
